"name","label","class","n_missing","pct_missing"
"q632aplp21_06","Q632APLP21_06 - Increasing tax on cigarettes and tobacco substantially above the annual rate of inflation (e.g. tax on cigarettes could increase by up to 10%)","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_07","Q632APLP21_07 - Requiring health warnings on cigarette sticks and rolling tobacco papers","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_08","Q632APLP21_08 - Ensuring that every smoker who wants it can get support that is clinically proven to help stop smoking","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_09","Q632APLP21_09 - Restoring government spending on anti-smoking advertising campaigns to historically high levels","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_10","Q632APLP21_10 - Banning smoking in homes with children","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_11","Q632APLP21_11 - Making e-cigarettes available on prescription as a stop-smoking aid for adult smokers","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_12","Q632APLP21_12 - Restricting e-cigarette advertising to prevent uptake by young people","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_13","Q632APLP21_13 - Reducing the number of retailers selling cigarettes and tobacco in neighbourhoods with a high density of tobacco retailers","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp21_14","Q632APLP21_14 - Restricting the sale of cigarettes and tobacco in close proximity to schools","haven_labelled/vctrs_vctr/double",434677,98.5
"q632aplp_01","Q632APLP_01 - Banning the sale of cigarettes and tobacco completely within the next 10 years","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_02","Q632APLP_02 - Raising the legal age of sale of cigarettes and tobacco from 18 to 21                 IF NECESSARY","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_03","Q632APLP_03 - Require the tobacco industry to pay into a fund to address problems caused by tobacco (e.g. health, environmental, etc.)","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_04","Q632APLP_04 - Forcing the tobacco industry to publically disclose business information relevant to its activities (such as sales data, details of lobbying and m","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_05","Q632APLP_05 - Requiring anyone selling tobacco to have a licence which can be removed if they sell to those under-age","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_06","Q632APLP_06 - Increasing tax on cigarettes and tobacco by at least 5% above the annual rate of inflation","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_07","Q632APLP_07 - Increasing tax on hand-rolled tobacco to make it as expensive as ready-made cigarettes","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_08","Q632APLP_08 - Requiring inserts in cigarette packages with advice on how to quit and health warnings on all cigarette papers.","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_09","Q632APLP_09 - Ensuring that every smoker who wants it can get support that is clinically proven to help stop smoking","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_10","Q632APLP_10 - Restoring Government spending on anti-smoking advertising campaigns to 2009 levels (currently less than Â£1 million is spent on these annually com","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_11","Q632APLP_11 - Making public parks smoke-free","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_12","Q632APLP_12 - Reviewing regulations to promote e-cigarettes as effective stop-smoking aids","haven_labelled/vctrs_vctr/double",439166,99.5
"q632aplp_13","Q632APLP_13 - Reviewing regulations to minimise uptake of e-cigarettes by people who do not smoke","haven_labelled/vctrs_vctr/double",439166,99.5
"q632b1","D2ci Q13 How many cigarettes per month smoked - banded","haven_labelled/vctrs_vctr/double",440991,99.9
"q632b1_1","D2ci Q13 How many cigarettes per month smoked - raw","haven_labelled/vctrs_vctr/double",440993,99.9
"q632b1r","E3 What used to help stop smoking during the most recent serious quit attempt - Tobacco-free nicotine pouch/pod or 'white pouches'","haven_labelled/vctrs_vctr/double",434130,98.3
"q632b2","D4 How soon after waking up do they light up","haven_labelled/vctrs_vctr/double",344474,78
"q632b3","D5 Whether find it difficult to stop smoking in non-smoking areas","haven_labelled/vctrs_vctr/double",415003,94
"q632b4","D6 Which cigarette hate/d giving up the most","haven_labelled/vctrs_vctr/double",415003,94
"q632b5","D7 Whether smoke/d more frequently in the first hours after waking than during the rest of the day","haven_labelled/vctrs_vctr/double",415003,94
"q632b6","D8 Whether smoke/d if so ill that stay in bed most of the day","haven_labelled/vctrs_vctr/double",415003,94
"q632b7","D13 How many serious quit attempts to stop smoking made in the last 12 months - banded","haven_labelled/vctrs_vctr/double",348673,79
"q632b7_1","D14 How many serious quit attempts to stop smoking made in the last 12 months - raw","numeric",354770,80.4
"q632b8","E1 How long ago most recent serious quit attempt started","haven_labelled/vctrs_vctr/double",410517,93
"q632b9","E2 How long most recent serious quit attempt lasted","haven_labelled/vctrs_vctr/double",410517,93
"q632c0","G1 How long ago did third most recent serious quit attempt start","haven_labelled/vctrs_vctr/double",438331,99.3
"q632c1","E10 Whether cut down the amount smoked before trying to stop completely at most recent serious quit attempt","haven_labelled/vctrs_vctr/double",410517,93
"q632c2","E11 Which one of the following applies to most recent serious quit attempt","haven_labelled/vctrs_vctr/double",410517,93
"q632c3","E14b What FINALLY TRIGGERED the most recent serious quit attempt (unprompted)","haven_labelled/vctrs_vctr/double",438412,99.3
"q632c3a_25","E12 Which of the following contributed to most recent quit attempt- The coronavirus outbreak","haven_labelled/vctrs_vctr/double",432411,97.9
"q632c3a_26","E12 Which of the following contributed to most recent quit attempt -  Hearing about an offer of free vapes ('swap to stop')","haven_labelled/vctrs_vctr/double",438240,99.3
"q632c4","F1 How long ago did second most recent serious quit attempt start","haven_labelled/vctrs_vctr/double",430469,97.5
"q632c5","F2 How long did second most recent serious quit attempt last","haven_labelled/vctrs_vctr/double",430469,97.5
"q632c7","F10 Whether cut down the amount smoked before trying to stop completely at second most recent serious quit attempt","haven_labelled/vctrs_vctr/double",433628,98.2
"q632c8","F11 Which one of the following applies to second most recent serious quit attempt","haven_labelled/vctrs_vctr/double",433628,98.2
"q632c9","F14b What FINALLY TRIGGERED the second most recent serious quit attempt (unprompted)","haven_labelled/vctrs_vctr/double",440537,99.8
"q632c9a_25","F12 Which of the following contributed to most recent quit attempt- The coronavirus outbreak","haven_labelled/vctrs_vctr/double",440863,99.9
"q632d1","G2 How long did third most recent serious quit attempt last","haven_labelled/vctrs_vctr/double",438331,99.3
"q632d3","G10 Whether cut down the amount smoked before trying to stop completely at third most recent serious quit attempt","haven_labelled/vctrs_vctr/double",438450,99.3
"q632d4","G11 Which one of the following applies to third most recent serious quit attempt","haven_labelled/vctrs_vctr/double",438450,99.3
"q632d5","G14b What FINALLY TRIGGERED the third most recent serious quit attempt (unprompted)","haven_labelled/vctrs_vctr/double",441134,99.9
"q632d5a_26","G12 Which of the following contributed to most recent quit attempt- The coronavirus outbreak","haven_labelled/vctrs_vctr/double",441279,99.9
"q632d6","H2 Whether would support an increase in cost of tobacco if money used for tobacco control activities","haven_labelled/vctrs_vctr/double",429246,97.2
"q632d6b","H4 Whether would support an increase in tax on tobacco","haven_labelled/vctrs_vctr/double",432717,98
"q632d7","H6a How many people aged 16 and over in England do you think smoke?","haven_labelled/vctrs_vctr/double",439788,99.6
"q632e10","B7 Whether respondent believes they ought to stop smoking","haven_labelled/vctrs_vctr/double",441038,99.9
"q632e12","D16 Whether made a quit attempt prompted by smoking ban","haven_labelled/vctrs_vctr/double",440496,99.8
"q632e18","D17 Did you make a quit attempt prompted by the New Year?","haven_labelled/vctrs_vctr/double",440794,99.8
"q632e2","B13 Intention to quit in relation to the smoking ban","haven_labelled/vctrs_vctr/double",438838,99.4
"q632e24","B10 Whether regularly use products in situations where NOT ALLOWED to smoke - Tobacco-free nicotine pouch/pod or 'white pouches' that you place on your gum","haven_labelled/vctrs_vctr/double",420334,95.2
"q632e3","C1 Description of smoking behaviour after quit day","haven_labelled/vctrs_vctr/double",440675,99.8
"q632e4","B5 Whether have plans to quit","haven_labelled/vctrs_vctr/double",440631,99.8
"q632e5","D15a Impact of No Smoking Day on most recent quite attempt","haven_labelled/vctrs_vctr/double",441315,100
"q632e55","I4 Number of people employed at workplace","haven_labelled/vctrs_vctr/double",433918,98.3
"q632e6","D15b Whether made a quit attempt prompted by No Smoking Day","haven_labelled/vctrs_vctr/double",440691,99.8
"q632e63","J10 Smoking behaviour statements","haven_labelled/vctrs_vctr/double",421907,95.6
"q632e64","J11 Current smoking habits","haven_labelled/vctrs_vctr/double",423686,96
"q632e66","B12 How helpful do you find it?","haven_labelled/vctrs_vctr/double",440971,99.9
"q632e8","B6 Whether want to quit","haven_labelled/vctrs_vctr/double",441029,99.9
"q632e9","C2 Whether think of self as smoker or as non-smoker","haven_labelled/vctrs_vctr/double",436522,98.9
"q632o1","B12a Statement that most applies","haven_labelled/vctrs_vctr/double",441125,99.9
"q632o2","B12b Whether want to stop smoking","haven_labelled/vctrs_vctr/double",441125,99.9
"q632x1","D1 How record how many cigarettes smoked","haven_labelled/vctrs_vctr/double",348310,78.9
"q632x2","D3 How many pipes, cigars or other tobacco products smoke per month - banded","haven_labelled/vctrs_vctr/double",441053,99.9
"q632x2_1","D3 How many pipes, cigars or other tobacco products smoke per month - raw","haven_labelled/vctrs_vctr/double",441079,99.9
"q632x4","D9 How much enjoy smoking","haven_labelled/vctrs_vctr/double",421732,95.5
"q632x4a","D10 Whether have been spoken to by GP in last 12 months","haven_labelled/vctrs_vctr/double",436012,98.8
"q632x4b","D10a Whether expressed interest in stopping or taking up the offer of help after GP spoken to them","haven_labelled/vctrs_vctr/double",437920,99.2
"q632x5","D11 How much have felt the urge to smoke in the past 24 hours","haven_labelled/vctrs_vctr/double",347029,78.6
"q632x7","D12 How strong urges to smoke have been","haven_labelled/vctrs_vctr/double",370091,83.8
"q6_tas1","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: When alone at home","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas10","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: Other","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas11","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: None","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas12","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: Don't know","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas13","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: Prefer not to say","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas2","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: When at home with people you live with","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas3","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: At a social event in yours or someone else's home","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas4","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: At a pub with friends","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas5","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: At a pub alone","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas6","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: During a big day or night out","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas7","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: When having a meal out","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas8","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: When out with a partner","haven_labelled/vctrs_vctr/double",436235,98.8
"q6_tas9","Q6_TAS - In which of the following settings, if any, are you more likely to replace a standard alcoholic drink with an alcohol-free or low alcohol version of an: During work drinks","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas1","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: When alone at home","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas10","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: Other","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas11","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: None","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas12","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: Don't know","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas13","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: Prefer not to say","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas2","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: When at home with people you live with","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas3","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: At a social event in yours or someone else's home","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas4","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: At a pub with friends","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas5","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: At a pub alone","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas6","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: During a big day or night out","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas7","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: When having a meal out","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas8","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: When out with a partner","haven_labelled/vctrs_vctr/double",436235,98.8
"q8_tas9","Q8_TAS - In a typical month, do you usually drink 6 or more units of alcohol on one occasion, in any of the following settings, or not?: During work drinks","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas1","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: When alone at home","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas10","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: Other","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas11","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: None","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas12","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: Don't know","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas13","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: Prefer not to say","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas2","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: When at home with people you live with","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas3","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: At a social event in yours or someone else's home","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas4","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: At a pub with friends","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas5","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: At a pub alone","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas6","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: During a big day or night out","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas7","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: When having a meal out","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas8","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: When out with a partner","haven_labelled/vctrs_vctr/double",436235,98.8
"q9_tas9","Q9_TAS - Do you think any of these settings are more likely than others to create an environment where drinking alcohol could be harmful?: During work drinks","haven_labelled/vctrs_vctr/double",436235,98.8
"qaap1lp21_01","QAAP1LP21_1 Alcohol should be sold at a minimum price of at least 50p per unit.","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_02","QAAP1LP21_2 All products labels should feature health warnings labels designed by an independent health body.","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_03","QAAP1LP21_3 The sale of alcohol in shops should be restricted to between 10am and 10pm (as already implemented in Scotland).","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_04","QAAP1LP21_4 Alcoholic drinks should be taxed in proportion to the amount of alcohol they contain.","haven_labelled/vctrs_vctr/double",439305,99.5
"qaap1lp21_05","QAAP1LP21_05 Public health should be considered when applications are made for alcohol outlets","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_06","QAAP1LP21_06 Stronger measures should be introduced to limit children and young people's exposure to alcohol advertising","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_07","QAAP1LP21_7 An independent body should be established to regulate alcohol promotion, including product and packaging design.","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_08","QAAP1LP21_08 Change the legal limit for blood alcohol concentration for drivers to 0mg/100 ml (i.e. zero tolerance for drink-driving).","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_09","QAAP1LP21_9 All health and social care professionals should be trained to routinely provide advice about alcohol to their clients.","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_10","QAAP1LP21_10 Everybody who needs support for alcohol problems should be able to access it.","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_11","QAAP1LP21_11 Require the alcohol industry to publicly disclose business information relevant to its activities (such as sales data, details of lobbying and mark","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_12","QAAP1LP21_12 All product labels should state the number of calories in the product","haven_labelled/vctrs_vctr/double",439305,99.5
"qaap1lp21_13","QAAP1LP21_13 Alcohol products should be less visible in supermarkets and shops (i.e. restrictions on how alcohol is displayed)","haven_labelled/vctrs_vctr/double",434677,98.5
"qaap1lp21_14","QAAP1LP21_14 High strength drinks should be taxed at a higher rate than lower strength drinks.","haven_labelled/vctrs_vctr/double",436874,99
"qaap1lp21_15","QAAP1LP21_15 All product labels should state ingredient and nutritional information.","haven_labelled/vctrs_vctr/double",436874,99
"qaap1lp21_16","QAAP1LP21_16 There should be no alcohol sponsorship of sports clubs, events or competitions.","haven_labelled/vctrs_vctr/double",436874,99
"qaap1lp_01","QAAP1LP_1 A minimum price of at least 50p per unit of alcohol, as already implemented in Scotland in 2018 and Wales in 2020, which is regularly reviewed.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_02","QAAP1LP_2 All products labels to feature large health warnings labels selected by an independent body.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_03","QAAP1LP_3 The sale of alcohol in shops should be restricted to specific times of the day and designated areas.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_04","QAAP1LP_4 The tax on an alcohol product should be in line with the product strength.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_05","QAAP1LP_5 Change licensing laws to reduce the availability of alcohol.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_06","QAAP1LP_6 Alcohol advertising and sponsorship should be restricted to newspapers - and other adult press - and limited to factual information.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_07","QAAP1LP_7 An independent body should be established to regulate alcohol promotion, including product and packaging design.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_08","QAAP1LP_8 The legal limit for blood alcohol concentration for drivers should be 50mg/100 ml. For context, it is 80mg/100 ml in England and Wales,","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_09","QAAP1LP_9 All health and social care professionals should be trained to routinely provide brief alcohol advice to their clients.","haven_labelled/vctrs_vctr/double",439168,99.5
"qaap1lp_10","QAAP1LP_10 People who need support for alcohol problems should be routinely referred to specialist alcohol services.","haven_labelled/vctrs_vctr/double",439168,99.5
"qagree","QAGREE - The next few questions are about personal health related matters, such as taking medication. A","haven_labelled/vctrs_vctr/double",435480,98.6
"qagreesy","QAGREE - Would you be willing to answer some questions relating to your personal mental health and addiction or dependency behaviour?","haven_labelled/vctrs_vctr/double",429261,97.2
"qappsm","K5  How likely to download an app to help stopping smoking","haven_labelled/vctrs_vctr/double",441003,99.9
"qb10","J6b How much paid per packet of 10 cigarettes - banded","haven_labelled/vctrs_vctr/double",441347,100
"qb20","J6a How much paid per packet of 20 cigarettes - banded","haven_labelled/vctrs_vctr/double",440772,99.8
"qban","H3 Whether would support a complete ban on the sale of cigarettes or tobacco for smoking","haven_labelled/vctrs_vctr/double",432717,98
"qbhrt","J6c How much paid per 50g pouch of tobacco - banded","haven_labelled/vctrs_vctr/double",440885,99.9
"qcheap","J4 Proportion of cigarettes or hand rolled tobacco bought cheap in last six months","haven_labelled/vctrs_vctr/double",437053,99
"qconf","A3 Whether confident remember age accurately","haven_labelled/vctrs_vctr/double",441244,99.9
"qconsenttas","QCONSENT - Would you be willing to answer some questions relating to your drinking habits, including drinks with and without alcohol?","haven_labelled/vctrs_vctr/double",438902,99.4
"qemploy","I3 Whether employee or self-employed","haven_labelled/vctrs_vctr/double",432338,97.9
"qglp11","QGLP1 - In the last 12 months have you taken any medication to help you with any of the following, or not?: Medication for Type 2 Diabetes, excluding insulin, to help manage your blood sugar levels","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp12","QGLP1 - In the last 12 months have you taken any medication to help you with any of the following, or not?: Medication to lower the risk of heart disease","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp13","QGLP1 - In the last 12 months have you taken any medication to help you with any of the following, or not?: Medication to support weight loss / reduce food cravings","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp14","QGLP1 - In the last 12 months have you taken any medication to help you with any of the following, or not?: I have not taken medication for any of these reasons","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp15","QGLP1 - In the last 12 months have you taken any medication to help you with any of the following, or not?: Can't remember","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp16","QGLP1 - In the last 12 months have you taken any medication to help you with any of the following, or not?: Prefer not to say","haven_labelled/vctrs_vctr/double",438015,99.2
"qglp21","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Saxenda, containing Liraglutide","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp22","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Ozempic, containing Semaglutide","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp23","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Wegovy, containing Semaglutide","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp24","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Mounjaro, containing Tirzepatide","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp25","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Rybelsus, containing Semaglutide","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp26","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Levothyroxine","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp27","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Another medication to support weight loss or food craving, to lower the risk of heart disease or for Type 2 Diabetes","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp28","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Don't Know / I have not taken any of these medications","haven_labelled/vctrs_vctr/double",436150,98.8
"qglp29","QGLP2 - And can I just check, in the last 12 months, which, if any, of the following medications have you taken?: Prefer not to say","haven_labelled/vctrs_vctr/double",438015,99.2
"qgov","H1 Whether think government should work towards banning the sale of tobacco completely in next ten years","haven_labelled/vctrs_vctr/double",432767,98
"qhand1","D2aii How many hand rolled cigarettes smoked per day - banded","haven_labelled/vctrs_vctr/double",371361,84.1
"qhand1_1","D2aii How many hand rolled cigarettes smoked per day - raw","numeric",372528,84.4
"qhand2","D2bii How many hand rolled cigarettes smoked per week - banded","haven_labelled/vctrs_vctr/double",430342,97.5
"qhand2_1","D2bii How many hand rolled cigarettes smoked per week - raw","numeric",430627,97.5
"qhand3","D2cii How many hand rolled cigarettes smoked per month - banded","haven_labelled/vctrs_vctr/double",441181,99.9
"qhand3_1","D2cii How many hand rolled cigarettes smoked per month - raw","numeric",441183,99.9
"qharm_a","J9 Harmful effect of NR product - Lung cancer","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_b","J9 Harmful effect of NR product - Oral/mouth cancer","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_c","J9 Harmful effect of NR product - Other type of cancer","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_d","J9 Harmful effect of NR product - Heart Attack","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_e","J9 Harmful effect of NR product - High Blood Pressure","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_f","J9 Harmful effect of NR product - Other type of cardiovascular disease","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_g","J9 Harmful effect of NR product - Cold, Flu or cough","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_h","J9 Harmful effect of NR product - Pneumonia or bronchitis","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_i","J9 Harmful effect of NR product - Emphysema, chronic lung disease, COPD","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_j","J9 Harmful effect of NR product - Other type of lung or breathing problems","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_k","J9 Harmful effect of NR product - Digestive problems","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_l","J9 Harmful effect of NR product - Infection","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_m","J9 Harmful effect of NR product - Diabetes","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_n","J9 Harmful effect of NR product - Eye problems","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_o","J9 Harmful effect of NR product - Mental health problems","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_p","J9 Harmful effect of NR product - Addiction","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_q","J9 Harmful effect of NR product - Other conditions","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_r","J9 Harmful effect of NR product - Don't work","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_s","J9 Harmful effect of NR product - Nightmares","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_t","J9 Harmful effect of NR product - Migraines","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_u","J9 Harmful effect of NR product - Overdose","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_v","J9 Harmful effect of NR product - Don't know","haven_labelled/vctrs_vctr/double",441005,99.9
"qharm_w","J9 Harmful effect of NR product - Skin problems","haven_labelled/vctrs_vctr/double",441130,99.9
"qharm_x","J9 Harmful effect of NR product - Mouth, teeth, gum problems","haven_labelled/vctrs_vctr/double",441130,99.9
"qharm_z","J9 Harmful effect of NR product - Not stated","haven_labelled/vctrs_vctr/double",441379,100
"qhhold","I1 Household status","haven_labelled/vctrs_vctr/double",438036,99.2
